Id,AnswerCount,Score,Ratio
38707,1,0,1.0
38710,2,7,0.29
38712,2,5,0.4
38715,2,6,0.33
38722,1,6,0.17
38723,2,14,0.14
38729,6,10,0.6
38742,5,9,0.56
38743,2,5,0.4
38745,2,2,1.0
38764,2,7,0.29
38765,2,-1,-2.0
38772,1,11,0.09
38776,3,0,3.0
38778,3,2,1.5
38783,1,3,0.33
38789,1,3,0.33
38791,1,-4,-0.25
38793,2,12,0.17
38797,1,0,1.0
38802,3,2,1.5
38805,1,5,0.2
38809,1,0,1.0
38814,1,7,0.14
38818,1,12,0.08
38819,2,5,0.4
38823,1,2,0.5
38826,3,1,3.0
38827,1,4,0.25
38832,2,3,0.67
38834,4,8,0.5
38838,3,6,0.5
38842,1,0,1.0
38849,1,5,0.2
38854,1,1,1.0
38856,2,6,0.33
38860,3,4,0.75
38865,2,1,2.0
38869,2,11,0.18
38875,1,5,0.2
38879,0,13,0.0
38882,1,4,0.25
38885,2,0,2.0
38896,1,5,0.2
38899,1,1,1.0
38900,1,0,1.0
38902,1,1,1.0
38907,1,12,0.08
38911,1,0,1.0
38915,2,2,1.0
38918,1,0,1.0
38919,3,19,0.16
38920,3,5,0.6
38926,3,4,0.75
38932,0,2,0.0
38935,1,1,1.0
38937,2,0,2.0
38941,2,7,0.29
38944,3,1,3.0
38947,2,7,0.29
38955,1,1,1.0
38958,2,5,0.4
38963,3,11,0.27
38968,1,5,0.2
38970,1,6,0.17
38971,2,-6,-0.33
38977,3,1,3.0
38980,2,0,2.0
38984,1,-2,-0.5
38987,3,9,0.33
38990,3,-7,-0.43
38998,1,2,0.5
39003,7,6,1.17
39005,5,3,1.67
39010,2,5,0.4
39012,2,5,0.4
39015,3,5,0.6
39017,2,-2,-1.0
39022,3,1,3.0
39029,3,-2,-1.5
39030,1,1,1.0
39041,3,12,0.25
39042,2,-8,-0.25
39046,2,2,1.0
39049,3,10,0.3
39053,1,2,0.5
39057,4,-5,-0.8
39059,2,6,0.33
39063,1,11,0.09
39069,1,1,1.0
39078,2,3,0.67
39080,1,2,0.5
39082,5,1,5.0
39087,2,0,2.0
39093,1,1,1.0
39097,1,9,0.11
39099,1,1,1.0
39105,1,6,0.17
39109,2,3,0.67
39115,1,0,1.0
39116,1,1,1.0
39127,2,3,0.67
39134,4,10,0.4
39135,4,6,0.67
39150,1,0,1.0
39156,1,1,1.0
39160,1,1,1.0
39161,4,2,2.0
39163,3,11,0.27
39167,2,8,0.25
39168,1,2,0.5
39175,1,-5,-0.2
39178,2,-1,-2.0
39181,4,-4,-1.0
39183,1,3,0.33
39191,4,0,4.0
39194,6,7,0.86
39199,1,1,1.0
39201,1,1,1.0
39207,1,-1,-1.0
39209,4,9,0.44
39211,6,5,1.2
39214,5,2,2.5
39215,1,6,0.17
39221,4,10,0.4
39222,1,9,0.11
39223,3,8,0.38
39225,2,2,1.0
39231,2,4,0.5
39235,1,2,0.5
39236,5,4,1.25
39252,1,1,1.0
39255,2,3,0.67
39260,3,2,1.5
39267,11,13,0.85
39269,2,11,0.18
39281,2,4,0.5
39288,10,7,1.43
39303,6,4,1.5
39319,8,-5,-1.6
39327,4,1,4.0
39328,1,2,0.5
39332,4,1,4.0
39334,1,1,1.0
39341,1,2,0.5
39351,1,8,0.12
39353,1,3,0.33
39354,2,10,0.2
39355,3,2,1.5
39362,1,1,1.0
39364,2,3,0.67
39371,1,0,1.0
39376,1,0,1.0
39378,2,-1,-2.0
39384,5,3,1.67
39389,1,-4,-0.25
39390,2,1,2.0
39396,1,3,0.33
39397,2,0,2.0
39399,1,1,1.0
39403,1,-1,-1.0
39405,14,27,0.52
39410,2,-3,-0.67
39412,3,1,3.0
39417,2,20,0.1
39420,3,-4,-0.75
39426,3,1,3.0
39436,3,1,3.0
39441,3,0,3.0
39445,5,2,2.5
39450,1,18,0.06
39451,1,8,0.12
39454,2,0,2.0
39460,2,2,1.0
39467,1,2,0.5
39470,1,1,1.0
39472,3,4,0.75
39477,3,-3,-1.0
39479,0,9,0.0
39482,5,0,5.0
39490,3,30,0.1
39491,5,3,1.67
39496,1,4,0.25
39499,2,0,2.0
39502,2,0,2.0
39505,1,2,0.5
39509,5,8,0.62
39512,4,9,0.44
39513,2,9,0.22
39514,6,3,2.0
39527,0,3,0.0
39531,1,2,0.5
39536,2,3,0.67
39539,10,18,0.56
39545,4,16,0.25
39550,3,1,3.0
39555,3,1,3.0
39559,5,1,5.0
39568,1,5,0.2
39569,1,10,0.1
39576,3,1,3.0
39584,1,7,0.14
39588,4,25,0.16
39606,2,3,0.67
39612,2,2,1.0
39613,4,20,0.2
39625,1,2,0.5
39626,2,1,2.0
39632,6,12,0.5
39635,2,2,1.0
39642,5,3,1.67
39646,4,5,0.8
39656,1,4,0.25
39658,2,4,0.5
39666,2,-7,-0.29
39674,2,-9,-0.22
39676,1,-3,-0.33
39682,3,0,3.0
39684,4,5,0.8
39689,5,5,1.0
39693,1,6,0.17
39696,5,7,0.71
39698,4,1,4.0
39713,0,0,0.0
39720,2,10,0.2
39721,3,-10,-0.3
39724,1,0,1.0
39730,2,0,2.0
39737,4,-1,-4.0
39741,2,6,0.33
39749,5,-7,-0.71
39754,1,0,1.0
39766,2,1,2.0
39771,3,-1,-3.0
39775,2,-1,-2.0
39778,0,0,0.0
39782,1,4,0.25
39784,6,4,1.5
39792,5,7,0.71
39797,2,0,2.0
39799,3,1,3.0
39807,1,9,0.11
39810,6,6,1.0
39814,1,5,0.2
39820,1,7,0.14
39821,3,0,3.0
39827,12,24,0.5
39831,2,5,0.4
39837,2,12,0.17
39840,2,-6,-0.33
39848,1,1,1.0
39852,1,1,1.0
39862,1,10,0.1
39863,5,8,0.62
39866,1,0,1.0
39869,1,0,1.0
39872,3,1,3.0
39875,1,1,1.0
39876,2,-5,-0.4
39879,1,2,0.5
39880,1,2,0.5
39887,2,0,2.0
39888,2,-9,-0.22
39923,2,4,0.5
39926,1,1,1.0
39928,1,0,1.0
39934,3,-5,-0.6
39937,6,9,0.67
39939,3,1,3.0
39941,5,9,0.56
39950,4,4,1.0
39956,1,8,0.12
39985,2,-2,-1.0
39986,2,-6,-0.33
39988,5,0,5.0
39989,5,-15,-0.33
40004,2,-1,-2.0
40008,5,5,1.0
40010,2,0,2.0
40011,1,13,0.08
40020,5,4,1.25
40028,2,1,2.0
40032,12,-10,-1.2
40033,1,4,0.25
40035,4,12,0.33
40064,1,8,0.12
40066,2,23,0.09
40079,5,7,0.71
40081,2,3,0.67
40090,4,12,0.33
40101,1,-1,-1.0
40109,1,1,1.0
40110,2,6,0.33
40111,2,6,0.33
40119,4,6,0.67
40120,2,3,0.67
40131,3,13,0.23
40132,4,24,0.17
40134,2,4,0.5
40138,3,32,0.09
40141,4,1,4.0
40147,6,2,3.0
40156,1,2,0.5
40159,4,-1,-4.0
40164,2,16,0.12
40167,1,15,0.07
40176,4,0,4.0
40185,2,0,2.0
40200,1,6,0.17
40201,1,0,1.0
40205,3,1,3.0
40214,3,-3,-1.0
40217,8,7,1.14
40221,4,2,2.0
40232,1,3,0.33
40243,1,4,0.25
40248,3,30,0.1
40253,2,3,0.67
40257,1,-1,-1.0
40258,1,1,1.0
40260,1,3,0.33
40265,1,3,0.33
40266,4,2,2.0
40271,3,5,0.6
40275,2,12,0.17
40279,2,11,0.18
40292,1,-3,-0.33
40296,1,-2,-0.5
40301,4,2,2.0
40309,2,0,2.0
40311,1,3,0.33
40313,5,7,0.71
40316,3,21,0.14
40318,3,3,1.0
40321,5,-8,-0.62
40327,5,6,0.83
40332,2,3,0.67
40337,3,4,0.75
40346,3,39,0.08
40353,1,35,0.03
40358,2,2,1.0
40364,3,-1,-3.0
40368,4,5,0.8
40376,4,4,1.0
40381,1,2,0.5
40387,2,1,2.0
40389,1,9,0.11
40393,1,0,1.0
40397,2,0,2.0
40399,3,5,0.6
40403,3,14,0.21
40408,1,1,1.0
40411,2,-4,-0.5
40418,2,0,2.0
40423,1,5,0.2
40426,1,0,1.0
40427,6,5,1.2
40434,2,10,0.2
40436,2,2,1.0
40443,2,0,2.0
40445,4,35,0.11
40451,1,10,0.1
40455,3,6,0.5
40460,1,3,0.33
40463,3,10,0.3
40466,3,7,0.43
40471,2,6,0.33
40473,2,2,1.0
40478,1,1,1.0
40480,7,41,0.17
40486,1,0,1.0
40490,1,2,0.5
40492,1,-2,-0.5
40493,2,2,1.0
40497,2,2,1.0
40502,3,3,1.0
40503,1,3,0.33
40507,1,3,0.33
40511,1,2,0.5
40514,1,1,1.0
40519,1,8,0.12
40520,4,-4,-1.0
40526,1,0,1.0
40527,2,0,2.0
40532,3,4,0.75
40537,2,1,2.0
40539,3,1,3.0
40544,1,2,0.5
40548,2,0,2.0
40549,2,7,0.29
40550,1,0,1.0
40553,4,3,1.33
40559,3,0,3.0
40560,3,19,0.16
40566,1,3,0.33
40568,3,7,0.43
40576,5,2,2.5
40581,3,1,3.0
40602,6,18,0.33
40612,1,-1,-1.0
40617,2,10,0.2
40622,1,2,0.5
40625,2,4,0.5
40627,2,0,2.0
40634,2,-3,-0.67
40637,2,10,0.2
40638,4,3,1.33
40652,3,3,1.0
40660,4,6,0.67
40663,2,2,1.0
40665,3,43,0.07
40675,1,0,1.0
40677,1,0,1.0
40679,1,-2,-0.5
40681,1,0,1.0
40683,1,0,1.0
40686,1,6,0.17
40687,1,2,0.5
40688,4,10,0.4
40689,4,2,2.0
40696,11,-5,-2.2
40697,2,0,2.0
40714,4,4,1.0
40718,1,3,0.33
40724,1,14,0.07
40726,2,6,0.33
40728,4,5,0.8
40730,1,2,0.5
40733,1,5,0.2
40735,5,1,5.0
40736,1,0,1.0
40742,5,16,0.31
40750,2,1,2.0
40753,3,-1,-3.0
40757,1,1,1.0
40758,2,1,2.0
40762,1,1,1.0
40765,1,0,1.0
40767,3,3,1.0
40769,1,2,0.5
40771,1,5,0.2
40774,2,1,2.0
40777,3,2,1.5
40784,2,1,2.0
40792,1,-1,-1.0
40795,2,1,2.0
40799,1,1,1.0
40802,1,1,1.0
40804,2,0,2.0
40805,2,6,0.33
40810,2,2,1.0
40811,1,5,0.2
40815,1,1,1.0
40821,3,6,0.5
40822,1,11,0.09
40826,2,3,0.67
40828,2,0,2.0
40833,3,5,0.6
40839,1,0,1.0
40847,1,4,0.25
40848,2,2,1.0
40852,4,5,0.8
40853,8,23,0.35
40863,2,2,1.0
40870,2,2,1.0
40877,3,3,1.0
40878,3,2,1.5
40879,2,0,2.0
40889,2,1,2.0
40895,1,21,0.05
40897,3,5,0.6
40906,6,22,0.27
40909,1,6,0.17
40915,3,5,0.6
40917,3,1,3.0
40920,5,-1,-5.0
40925,5,-1,-5.0
40927,4,5,0.8
40930,2,2,1.0
40935,1,13,0.08
40936,3,18,0.17
40945,2,1,2.0
40952,2,3,0.67
40953,1,1,1.0
40955,1,2,0.5
40956,2,9,0.22
40965,1,3,0.33
40967,3,6,0.5
40971,3,13,0.23
40976,2,0,2.0
40982,2,3,0.67
40985,2,0,2.0
40989,1,10,0.1
40990,0,12,0.0
40994,1,12,0.08
40996,1,3,0.33
40998,1,0,1.0
41001,2,11,0.18
41002,4,0,4.0
41006,5,8,0.62
41010,1,0,1.0
41013,3,2,1.5
41017,6,4,1.5
41024,2,1,2.0
41028,1,0,1.0
41030,3,8,0.38
41034,1,8,0.12
41038,5,0,5.0
41045,1,1,1.0
41046,2,0,2.0
41047,2,0,2.0
41053,1,0,1.0
41059,1,6,0.17
41062,8,70,0.11
41065,2,7,0.29
41068,2,6,0.33
41077,2,4,0.5
41082,2,7,0.29
41086,5,3,1.67
41090,4,4,1.0
41094,3,1,3.0
41101,1,2,0.5
41108,1,0,1.0
41110,2,5,0.4
41112,2,0,2.0
41115,2,0,2.0
41121,3,7,0.43
41122,2,1,2.0
41130,3,18,0.17
41131,5,0,5.0
41140,3,5,0.6
41148,1,-5,-0.2
41150,3,-3,-1.0
41154,4,4,1.0
41160,2,7,0.29
41162,3,0,3.0
41173,1,1,1.0
41176,1,-1,-1.0
41177,1,9,0.11
41181,6,11,0.55
41191,3,2,1.5
41201,1,4,0.25
41206,2,9,0.22
41209,2,1,2.0
41214,1,2,0.5
41218,4,8,0.5
41219,1,2,0.5
41220,2,4,0.5
41226,1,0,1.0
41230,2,0,2.0
41233,3,0,3.0
41241,2,1,2.0
41250,1,1,1.0
41254,2,4,0.5
41262,4,4,1.0
41266,1,-1,-1.0
41268,1,-2,-0.5
41271,2,-4,-0.5
41274,1,0,1.0
41277,2,8,0.25
41280,1,-3,-0.33
41287,1,2,0.5
41288,9,64,0.14
41289,5,4,1.25
41295,7,11,0.64
41305,6,6,1.0
41313,3,4,0.75
41317,1,1,1.0
41334,2,0,2.0
41337,5,2,2.5
41344,1,5,0.2
41347,2,6,0.33
41360,1,1,1.0
41365,2,4,0.5
41377,1,0,1.0
41380,4,5,0.8
41382,3,0,3.0
41391,1,18,0.06
41392,1,0,1.0
41393,5,3,1.67
41408,0,7,0.0
41409,5,-4,-1.25
41410,2,-3,-0.67
41419,3,11,0.27
41423,1,2,0.5
41424,1,0,1.0
41426,1,0,1.0
41429,2,0,2.0
41436,7,9,0.78
41440,1,4,0.25
41442,1,5,0.2
41443,1,2,0.5
41450,1,13,0.08
41467,1,4,0.25
41469,2,4,0.5
41470,2,0,2.0
41472,1,0,1.0
41474,3,-12,-0.25
41483,3,0,3.0
41488,1,4,0.25
41489,3,0,3.0
41496,1,5,0.2
41498,1,0,1.0
41501,3,3,1.0
41507,2,2,1.0
41510,2,-1,-2.0
41514,1,10,0.1
41519,4,13,0.31
41520,3,5,0.6
41527,3,4,0.75
41530,5,-3,-1.67
41542,3,9,0.33
41552,1,3,0.33
41554,1,3,0.33
41559,1,4,0.25
41561,1,3,0.33
41566,2,3,0.67
41567,4,2,2.0
41584,1,0,1.0
41585,1,1,1.0
41588,2,2,1.0
41589,3,4,0.75
41591,10,2,5.0
41606,4,-3,-1.33
41609,1,5,0.2
41613,3,1,3.0
41626,4,5,0.8
41630,2,1,2.0
41637,2,-4,-0.5
41638,4,-5,-0.8
41644,2,15,0.13
41658,2,0,2.0
41660,8,30,0.27
41666,3,2,1.5
41672,2,0,2.0
41675,1,1,1.0
41679,2,10,0.2
41680,4,1,4.0
41683,1,2,0.5
41692,1,3,0.33
41694,1,1,1.0
41696,2,3,0.67
41700,2,3,0.67
41701,1,1,1.0
41706,2,3,0.67
41708,2,-1,-2.0
41712,4,9,0.44
41716,2,3,0.67
41721,2,2,1.0
41724,1,0,1.0
41741,2,1,2.0
41745,8,6,1.33
41749,1,9,0.11
41757,1,5,0.2
41760,1,0,1.0
41770,2,4,0.5
41774,7,4,1.75
41779,2,13,0.15
41784,1,3,0.33
41795,1,7,0.14
41797,2,0,2.0
41803,2,-2,-1.0
41809,2,0,2.0
41811,1,4,0.25
41813,1,1,1.0
41817,3,3,1.0
41822,3,0,3.0
41824,2,21,0.1
41826,3,-4,-0.75
41834,3,4,0.75
41836,3,0,3.0
41844,3,10,0.3
41846,1,-2,-0.5
41851,1,7,0.14
41852,3,5,0.6
41858,2,4,0.5
41860,5,12,0.42
41870,7,4,1.75
41879,4,4,1.0
41890,3,1,3.0
41901,1,1,1.0
41905,1,1,1.0
41908,1,1,1.0
41909,2,2,1.0
41913,4,-1,-4.0
41919,2,-3,-0.67
41926,2,1,2.0
41928,2,0,2.0
41932,1,12,0.08
41933,6,3,2.0
41939,2,9,0.22
41941,1,1,1.0
41949,1,-6,-0.17
41950,2,4,0.5
41953,1,2,0.5
41956,3,3,1.0
41959,3,7,0.43
41963,1,3,0.33
41964,3,1,3.0
41971,2,0,2.0
41972,4,0,4.0
41976,38,87,0.44
41980,1,-2,-0.5
42004,2,0,2.0
42017,2,11,0.18
42018,1,6,0.17
42028,5,4,1.25
42034,1,0,1.0
42039,1,3,0.33
42047,1,2,0.5
42049,4,0,4.0
42051,1,0,1.0
42054,2,12,0.17
42056,4,-15,-0.27
42066,2,8,0.25
42067,1,10,0.1
42071,4,11,0.36
42072,2,0,2.0
42076,1,2,0.5
42080,2,0,2.0
42081,2,-6,-0.33
42102,2,9,0.22
42109,3,8,0.38
42117,4,0,4.0
42121,1,4,0.25
42123,6,1,6.0
42134,1,5,0.2
42135,1,12,0.08
42144,2,15,0.13
42149,2,6,0.33
42152,2,4,0.5
42154,3,5,0.6
42158,4,7,0.57
42161,6,6,1.0
42164,2,11,0.18
42166,1,7,0.14
42175,3,2,1.5
42179,1,0,1.0
42185,1,0,1.0
42193,4,-11,-0.36
42197,1,-5,-0.2
42207,3,1,3.0
42213,4,-7,-0.57
42223,4,4,1.0
42224,1,3,0.33
42225,2,0,2.0
42236,2,2,1.0
42241,2,4,0.5
42243,2,3,0.67
42247,5,5,1.0
42254,2,6,0.33
42257,1,18,0.06
42258,3,6,0.5
42259,2,3,0.67
42265,2,3,0.67
42267,1,1,1.0
42269,2,4,0.5
42273,1,4,0.25
42278,1,2,0.5
42280,4,3,1.33
42286,1,3,0.33
42287,2,1,2.0
42292,1,4,0.25
42305,1,1,1.0
42306,3,0,3.0
42311,3,6,0.5
42315,3,2,1.5
42320,2,0,2.0
42324,7,20,0.35
42326,2,-4,-0.5
42337,6,42,0.14
42343,1,2,0.5
42345,1,1,1.0
42349,2,3,0.67
42350,1,0,1.0
42364,6,2,3.0
42365,2,0,2.0
42381,1,1,1.0
42383,3,8,0.38
42384,1,0,1.0
42389,2,1,2.0
42394,1,0,1.0
42396,4,9,0.44
42404,4,13,0.31
42408,1,4,0.25
42414,1,2,0.5
42418,1,1,1.0
42425,1,2,0.5
42428,4,-1,-4.0
42431,4,27,0.15
42436,2,0,2.0
42455,2,2,1.0
42462,2,5,0.4
42468,1,1,1.0
42470,1,7,0.14
42474,6,-6,-1.0
42475,2,-5,-0.4
42481,6,19,0.32
42496,3,-5,-0.6
42501,14,8,1.75
42502,1,-2,-0.5
42507,4,23,0.17
42519,2,0,2.0
42525,2,7,0.29
42528,1,0,1.0
42531,2,29,0.07
42536,1,4,0.25
42539,3,7,0.43
42544,1,-4,-0.25
42558,3,10,0.3
42565,2,1,2.0
42566,1,0,1.0
42572,3,3,1.0
42579,2,4,0.5
42584,3,0,3.0
42588,2,-4,-0.5
42591,4,20,0.2
42595,3,1,3.0
42601,22,-23,-0.96
42607,3,4,0.75
42613,2,2,1.0
42617,1,2,0.5
42625,2,1,2.0
42628,7,4,1.75
42638,2,-5,-0.4
42647,1,7,0.14
42654,2,6,0.33
42658,1,1,1.0
42659,1,4,0.25
42665,1,1,1.0
42669,4,9,0.44
42679,5,0,5.0
42684,3,4,0.75
42689,6,3,2.0
42693,3,12,0.25
42701,2,4,0.5
42707,2,5,0.4
42709,1,3,0.33
42713,0,0,0.0
42716,2,-5,-0.4
42718,4,3,1.33
42724,1,3,0.33
42734,1,0,1.0
42736,8,4,2.0
42740,2,4,0.5
42745,4,3,1.33
42751,2,-8,-0.25
42762,2,3,0.67
42767,5,10,0.5
42769,16,23,0.7
42775,2,2,1.0
42785,1,3,0.33
42789,9,16,0.56
42796,2,1,2.0
42797,4,0,4.0
42804,2,3,0.67
42808,4,0,4.0
42816,3,0,3.0
42817,4,5,0.8
42828,1,2,0.5
42831,2,-1,-2.0
42834,1,-1,-1.0
42843,2,3,0.67
42851,2,2,1.0
42863,5,9,0.56
42867,1,1,1.0
42870,2,10,0.2
42871,1,-2,-0.5
42878,2,7,0.29
42882,7,7,1.0
42885,17,25,0.68
42891,1,2,0.5
42896,6,6,1.0
42898,7,11,0.64
42904,5,54,0.09
42909,2,19,0.11
42917,1,1,1.0
42925,9,13,0.69
42939,6,4,1.5
42958,7,-1,-7.0
42963,2,3,0.67
42975,2,3,0.67
42982,1,2,0.5
42988,3,2,1.5
42990,1,0,1.0
42995,5,-2,-2.5
43004,5,98,0.05
43010,1,0,1.0
43013,1,11,0.09
43014,1,1,1.0
43015,2,1,2.0
43019,1,24,0.04
43022,1,12,0.08
43024,2,10,0.2
43027,1,2,0.5
43029,3,3,1.0
43038,4,-10,-0.4
43039,7,12,0.58
43040,2,6,0.33
43044,1,1,1.0
43055,1,24,0.04
43062,2,0,2.0
43065,1,0,1.0
43074,2,3,0.67
43080,2,2,1.0
43086,1,2,0.5
43103,1,0,1.0
43104,3,0,3.0
43107,2,-2,-1.0
43110,39,14,2.79
43123,3,0,3.0
43131,2,4,0.5
43140,3,5,0.6
43153,1,1,1.0
43160,1,0,1.0
43166,2,2,1.0
43169,1,3,0.33
43171,3,0,3.0
43183,9,5,1.8
43198,3,3,1.0
43204,4,22,0.18
43209,1,1,1.0
43212,3,0,3.0
43214,1,3,0.33
43218,4,20,0.2
43229,2,4,0.5
43231,2,-1,-2.0
43239,3,6,0.5
43240,1,3,0.33
43259,3,11,0.27
43266,2,-8,-0.25
43274,2,23,0.09
43303,4,8,0.5
43304,1,4,0.25
43317,1,7,0.14
43324,1,0,1.0
43327,0,6,0.0
43332,1,3,0.33
43349,1,0,1.0
43353,4,-1,-4.0
43358,3,2,1.5
43360,4,2,2.0
43361,3,4,0.75
43371,4,3,1.33
43382,2,3,0.67
43383,4,12,0.33
43385,7,6,1.17
43390,1,2,0.5
43398,1,-4,-0.25
43408,1,0,1.0
43410,3,2,1.5
43421,2,3,0.67
43422,1,3,0.33
43423,1,10,0.1
43426,2,13,0.15
43430,5,-11,-0.45
43448,2,0,2.0
43451,1,1,1.0
43456,2,4,0.5
43459,5,0,5.0
43466,3,1,3.0
43473,1,2,0.5
43478,4,23,0.17
43479,1,3,0.33
43487,2,0,2.0
43497,2,11,0.18
43504,2,12,0.17
43512,4,28,0.14
43518,5,3,1.67
43522,2,-18,-0.11
43523,2,0,2.0
43533,1,0,1.0
43546,3,0,3.0
43556,1,5,0.2
43569,1,7,0.14
43580,3,5,0.6
43584,4,7,0.57
43591,1,0,1.0
43594,3,1,3.0
43603,1,14,0.07
43608,0,9,0.0
43609,1,9,0.11
43621,6,24,0.25
43634,2,0,2.0
43641,1,4,0.25
43646,3,5,0.6
43657,0,1,0.0
43662,1,7,0.14
43663,4,4,1.0
43664,1,7,0.14
43672,5,12,0.42
43681,1,12,0.08
43683,3,18,0.17
43687,1,0,1.0
43690,1,-1,-1.0
43692,3,9,0.33
43699,5,8,0.62
43703,1,23,0.04
43704,2,9,0.22
43705,2,2,1.0
43713,1,1,1.0
43719,6,-4,-1.5
43723,3,-11,-0.27
43724,4,14,0.29
43729,2,1,2.0
43732,2,-5,-0.4
43736,1,8,0.12
43751,1,1,1.0
43753,1,2,0.5
43759,3,0,3.0
43762,2,1,2.0
43769,1,4,0.25
43771,3,0,3.0
43778,2,0,2.0
43783,1,0,1.0
43785,6,3,2.0
43789,1,5,0.2
43794,2,1,2.0
43800,2,8,0.25
43802,2,4,0.5
43805,3,9,0.33
43810,3,4,0.75
43813,1,0,1.0
43815,1,1,1.0
43819,4,-8,-0.5
43830,1,2,0.5
43836,0,0,0.0
43842,6,5,1.2
43851,1,2,0.5
43855,9,5,1.8
43865,2,11,0.18
43867,1,1,1.0
43868,3,2,1.5
43875,2,0,2.0
43879,2,11,0.18
43889,1,1,1.0
43894,1,2,0.5
43896,4,4,1.0
43898,4,3,1.33
43903,1,1,1.0
43911,9,26,0.35
43916,1,1,1.0
43919,3,-7,-0.43
43923,2,-7,-0.29
43932,2,1,2.0
43936,3,-4,-0.75
43942,4,5,0.8
43945,3,0,3.0
43948,1,15,0.07
43951,2,1,2.0
43957,6,8,0.75
43959,3,2,1.5
43967,1,2,0.5
43969,7,4,1.75
43976,2,0,2.0
43979,0,5,0.0
43985,0,4,0.0
43987,2,3,0.67
43991,9,47,0.19
44003,2,0,2.0
44007,4,-3,-1.33
44011,6,20,0.3
44017,3,2,1.5
44021,3,6,0.5
44034,1,0,1.0
44035,2,1,2.0
44041,1,3,0.33
44042,2,1,2.0
44046,2,4,0.5
44057,1,0,1.0
44060,1,0,1.0
44063,2,16,0.12
44070,1,0,1.0
44080,5,-3,-1.67
44094,1,5,0.2
44101,3,18,0.17
44102,2,1,2.0
44105,1,3,0.33
44106,4,-3,-1.33
44114,1,0,1.0
44125,1,8,0.12
44126,1,3,0.33
44127,2,1,2.0
44135,1,1,1.0
44137,1,3,0.33
44141,2,5,0.4
44144,1,3,0.33
44145,14,19,0.74
44158,1,11,0.09
44161,2,6,0.33
44173,5,32,0.16
44174,1,2,0.5
44181,1,1,1.0
44183,6,7,0.86
44188,1,20,0.05
44196,2,-2,-1.0
44199,9,34,0.26
44201,2,0,2.0
44209,2,1,2.0
44212,4,11,0.36
44218,7,-7,-1.0
44223,1,5,0.2
44229,2,3,0.67
44235,1,0,1.0
44237,1,5,0.2
44241,1,2,0.5
44243,2,0,2.0
44248,1,3,0.33
44249,1,5,0.2
44251,1,4,0.25
44258,3,16,0.19
44272,2,0,2.0
44279,4,7,0.57
44290,2,1,2.0
44297,1,5,0.2
44298,0,3,0.0
44299,5,3,1.67
44302,1,1,1.0
44309,2,14,0.14
44316,1,0,1.0
44319,1,7,0.14
44322,2,-1,-2.0
44325,3,15,0.2
44330,1,12,0.08
44335,2,-7,-0.29
44340,1,0,1.0
44345,10,82,0.12
44347,1,16,0.06
44354,1,2,0.5
44358,2,1,2.0
44363,1,7,0.14
44366,1,9,0.11
44369,2,12,0.17
44372,3,1,3.0
44378,4,7,0.57
44388,2,1,2.0
44398,3,3,1.0
44405,3,2,1.5
44411,5,26,0.19
44421,1,0,1.0
44427,2,1,2.0
44435,5,0,5.0
44440,5,7,0.71
44444,2,1,2.0
44446,1,2,0.5
44451,1,4,0.25
44458,1,19,0.05
44460,2,1,2.0
44461,2,25,0.08
44468,2,1,2.0
44469,4,13,0.31
44475,1,2,0.5
44477,2,1,2.0
44484,8,26,0.31
44485,6,7,0.86
44503,3,10,0.3
44504,1,2,0.5
44521,3,0,3.0
44528,4,15,0.27
44532,1,0,1.0
44534,1,13,0.08
44545,2,17,0.12
44550,1,9,0.11
44557,3,12,0.25
44564,2,1,2.0
44571,3,4,0.75
44574,2,4,0.5
44579,3,5,0.6
44582,3,3,1.0
44590,5,15,0.33
44605,2,0,2.0
44618,13,28,0.46
44623,5,0,5.0
44637,3,0,3.0
44643,1,7,0.14
44651,2,0,2.0
44653,5,-1,-5.0
44662,2,2,1.0
44663,1,0,1.0
44669,2,3,0.67
44670,4,3,1.33
44675,1,6,0.17
44676,3,1,3.0
44682,2,-6,-0.33
44687,2,7,0.29
44689,1,0,1.0
44692,1,0,1.0
44693,2,2,1.0
44694,4,-3,-1.33
44704,2,0,2.0
44713,1,1,1.0
44717,8,20,0.4
44722,2,1,2.0
44729,2,-2,-1.0
44734,5,2,2.5
44739,7,6,1.17
44746,2,14,0.14
44747,1,2,0.5
44753,2,4,0.5
44761,1,0,1.0
44764,2,4,0.5
44766,6,3,2.0
44774,5,11,0.45
44782,9,5,1.8
44807,10,14,0.71
44818,1,0,1.0
44825,1,2,0.5
44840,3,21,0.14
44854,2,14,0.14
44856,10,11,0.91
44870,1,1,1.0
44883,3,1,3.0
44886,1,9,0.11
44901,2,8,0.25
44933,1,3,0.33
44934,3,0,3.0
44941,1,10,0.1
44946,1,0,1.0
44948,5,14,0.36
44955,1,2,0.5
44960,1,3,0.33
44977,2,-7,-0.29
44983,1,6,0.17
44985,2,14,0.14
44995,4,23,0.17
45003,2,2,1.0
45046,4,10,0.4
45048,4,1,4.0
45055,1,13,0.08
45057,5,4,1.25
45063,5,11,0.45
45085,2,1,2.0
45088,1,1,1.0
45090,1,2,0.5
45094,8,12,0.67
45095,2,2,1.0
45104,2,0,2.0
45108,1,1,1.0
45111,2,2,1.0
45115,2,9,0.22
45127,2,1,2.0
45152,3,4,0.75
45166,2,1,2.0
45169,1,3,0.33
45176,15,21,0.71
45183,9,11,0.82
45189,2,1,2.0
